customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,cuenta_diaria,servicios_contratados
3398-ZOUAA,Si,Masculino,True,True,False,21,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.1,1474.75,2.3033333333333332,2
3399-BMLVW,No,Masculino,False,True,True,51,True,False,DSL,True,True,False,True,False,False,Dos años,False,Tarjeta de crédito (automático),60.5,3121.45,2.0166666666666666,5
3400-ESFUW,Si,Masculino,False,True,True,55,True,False,DSL,True,True,False,True,False,False,Dos años,False,Transferencia bancaria (automático),57.55,3046.4,1.9183333333333332,5
3401-URHDA,No,Masculino,False,False,False,51,True,True,DSL,True,False,False,True,False,False,Un año,False,Tarjeta de crédito (automático),59.9,3043.6,1.9966666666666666,5
3402-XRIUO,No,Femenino,True,True,False,22,True,True,DSL,True,True,False,True,False,False,Mes a mes,True,Cheque por correo,63.55,1381.8,2.118333333333333,6
3404-JNXAX,No,Femenino,False,True,True,51,True,True,Fibra óptica,False,False,False,True,False,False,Mes a mes,True,Cheque electrónico,80.75,4116.9,2.691666666666667,4
3407-JMJQQ,No,Femenino,False,True,True,71,True,True,Fibra óptica,True,True,True,False,True,True,Dos años,True,Transferencia bancaria (automático),109.0,7661.8,3.6333333333333333,8
3407-QGWLG,No,Masculino,False,False,True,3,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,20.05,75.45,0.6683333333333333,1
3410-MHHUM,No,Femenino,False,True,True,44,True,True,Fibra óptica,False,True,True,False,False,True,Un año,False,Cheque electrónico,94.4,4295.35,3.146666666666667,6
3410-YOQBQ,No,Femenino,False,False,False,31,True,False,DSL,False,True,True,True,True,True,Dos años,False,Cheque por correo,79.2,2497.2,2.64,7
3411-WLRSQ,No,Femenino,True,True,False,3,True,False,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),74.6,239.05,2.4866666666666664,3
3413-BMNZE,No,Masculino,True,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),45.25,45.25,1.5083333333333333,2
3413-CSSTH,No,Masculino,False,False,False,41,True,True,DSL,False,False,True,False,False,False,Mes a mes,True,Transferencia bancaria (automático),55.7,2237.55,1.8566666666666667,4
3413-DHLPB,No,Masculino,False,True,True,60,True,True,Fibra óptica,False,True,False,True,True,True,Mes a mes,True,Transferencia bancaria (automático),103.75,5969.95,3.4583333333333335,7
3415-TAILE,Si,Femenino,False,True,True,2,True,False,DSL,False,False,False,False,True,True,Mes a mes,False,Cheque por correo,65.7,134.35,2.19,4
3417-TSCIC,No,Masculino,False,False,False,29,False,False,DSL,False,False,False,False,False,False,Un año,True,Cheque por correo,24.85,788.05,0.8283333333333334,1
3419-SNJJD,Si,Femenino,True,True,False,65,True,True,Fibra óptica,True,False,True,False,True,True,Mes a mes,False,Transferencia bancaria (automático),105.25,6786.4,3.5083333333333333,7
3420-YJLQT,No,Femenino,False,False,False,2,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,False,Cheque electrónico,79.55,151.75,2.6516666666666664,4
3420-ZDBMA,No,Masculino,True,False,False,5,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,71.45,371.6,2.381666666666667,2
3422-GALYP,No,Masculino,False,False,False,2,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,79.45,145.15,2.6483333333333334,4
3422-LYEPQ,Si,Masculino,False,True,True,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,71.0,71.0,2.3666666666666667,2
3422-WJOYD,No,Masculino,False,True,False,28,True,False,DSL,True,False,False,True,False,False,Un año,False,Cheque por correo,54.35,1426.45,1.8116666666666668,4
3423-HHXAO,No,Femenino,False,True,True,14,True,False,No,False,False,False,False,False,False,Un año,True,Cheque por correo,19.5,272.0,0.65,1
3424-NMNBO,Si,Masculino,True,True,False,58,True,True,Fibra óptica,True,True,True,False,True,True,Un año,True,Cheque electrónico,108.85,6287.25,3.628333333333333,8
3426-NIYYL,Si,Masculino,False,False,False,15,True,True,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,51.55,765.5,1.7183333333333333,3
3427-GGZZI,No,Femenino,False,True,False,19,True,True,Fibra óptica,False,True,False,False,False,True,Mes a mes,True,Cheque electrónico,89.1,1620.8,2.9699999999999998,5
3428-MMGUB,No,Masculino,False,False,False,60,True,True,Fibra óptica,False,False,True,False,True,False,Dos años,True,Cheque electrónico,89.55,5231.2,2.985,5
3428-XZMAZ,Si,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.35,69.35,2.3116666666666665,2
3429-IFLEM,No,Femenino,False,False,False,71,True,False,DSL,True,True,True,True,True,False,Dos años,False,Tarjeta de crédito (automático),77.35,5550.1,2.578333333333333,7
3439-GVUSX,No,Masculino,False,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,24.4,24.4,0.8133333333333332,1
3440-JPSCL,Si,Femenino,False,False,False,6,True,False,Fibra óptica,False,False,True,True,True,True,Mes a mes,True,Cheque por correo,99.95,547.65,3.3316666666666666,6
3441-CGZJH,No,Femenino,False,True,True,43,False,False,DSL,True,False,True,True,True,True,Un año,True,Tarjeta de crédito (automático),60.4,2640.55,2.013333333333333,6
3442-ZHHCC,No,Masculino,False,False,False,68,True,True,DSL,True,True,True,False,False,True,Un año,True,Tarjeta de crédito (automático),76.9,5023.0,2.5633333333333335,7
3445-HXXGF,Si,Masculino,True,True,False,58,False,False,DSL,False,True,True,False,False,True,Mes a mes,True,Cheque electrónico,45.3,2651.2,1.51,4
3446-QDSZF,No,Femenino,False,False,False,4,True,False,DSL,False,False,False,False,True,False,Mes a mes,False,Tarjeta de crédito (automático),55.5,227.35,1.85,3
3450-WXOAT,No,Masculino,False,False,False,46,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),45.2,2065.15,1.5066666666666668,2
3451-VAWLI,No,Femenino,False,True,True,35,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.7,730.4,0.6566666666666666,1
3452-ABWRL,No,Masculino,True,False,False,47,True,True,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Tarjeta de crédito (automático),86.05,3865.6,2.868333333333333,4
3452-FLHYD,No,Masculino,False,True,False,25,True,False,No,False,False,False,False,False,False,Un año,True,Transferencia bancaria (automático),20.95,495.15,0.6983333333333334,1
3452-GWUIN,No,Femenino,True,True,False,19,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,94.95,1760.25,3.165,5
3452-SRFEG,No,Masculino,False,False,False,49,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),74.6,3720.35,2.4866666666666664,3
3453-RTHJQ,No,Masculino,False,False,False,6,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.1,435.0,2.3033333333333332,2
3454-JFUBC,No,Masculino,True,False,False,68,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito (automático),20.0,1396.0,0.6666666666666666,1
3457-PQBYH,No,Femenino,False,True,True,58,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),20.3,1160.75,0.6766666666666666,1
3458-IDMFK,No,Masculino,False,False,False,25,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,20.75,499.4,0.6916666666666667,1
3460-TJBWI,No,Masculino,False,True,True,24,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,24.2,609.05,0.8066666666666666,2
3462-BJQQA,No,Femenino,False,False,False,6,True,True,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Cheque electrónico,89.75,552.65,2.9916666666666667,5
3466-BYAVD,No,Masculino,False,True,True,15,True,False,DSL,False,True,True,True,False,True,Mes a mes,True,Cheque por correo,69.5,1071.4,2.316666666666667,6
3466-RITXD,No,Masculino,False,False,False,26,True,True,Fibra óptica,True,True,False,False,True,False,Mes a mes,True,Tarjeta de crédito (automático),92.4,2349.8,3.08,6
3466-WAESX,No,Masculino,False,False,True,16,True,True,DSL,True,True,False,False,False,True,Mes a mes,True,Cheque electrónico,69.1,1083.7,2.3033333333333332,6
3468-DRVQJ,No,Femenino,False,True,True,10,True,True,DSL,True,True,False,False,True,False,Un año,False,Cheque electrónico,70.3,676.15,2.3433333333333333,6
3470-BTGQO,No,Masculino,False,False,True,21,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,45.65,985.05,1.5216666666666667,2
3470-OBUET,No,Femenino,False,True,True,67,True,True,DSL,True,True,False,True,True,False,Dos años,False,Tarjeta de crédito (automático),74.0,4868.4,2.466666666666667,7
3472-OAOOR,No,Masculino,False,True,True,19,False,False,DSL,True,True,False,False,False,False,Mes a mes,True,Cheque por correo,34.95,610.2,1.165,3
3472-QPRCH,No,Masculino,False,True,True,40,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),25.25,1006.9,0.8416666666666667,2
3473-XIIIT,Si,Femenino,False,True,False,16,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,100.0,1534.75,3.3333333333333335,6
3474-BAFSJ,No,Masculino,False,True,False,57,False,False,DSL,False,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),57.5,3265.95,1.9166666666666667,6
3481-JHUZH,No,Masculino,False,True,False,41,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,80.25,3439.0,2.675,4
3482-ABPKK,No,Femenino,False,False,False,28,True,False,DSL,True,False,False,True,False,False,Un año,False,Cheque por correo,54.3,1546.3,1.8099999999999998,4
3486-HOOGQ,No,Femenino,False,True,True,70,True,True,DSL,True,True,True,True,True,False,Dos años,False,Transferencia bancaria (automático),79.7,5743.3,2.6566666666666667,8
3486-KHMLI,No,Masculino,False,False,True,21,True,True,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,24.7,467.15,0.8233333333333334,2
3486-NPGST,No,Femenino,False,False,False,36,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.55,620.75,0.6516666666666667,1
3487-EARAT,No,Femenino,False,True,True,70,True,False,DSL,True,True,True,True,False,True,Un año,False,Tarjeta de crédito (automático),74.1,5222.3,2.4699999999999998,7
3488-PGMQJ,Si,Masculino,True,False,False,8,True,False,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,74.5,606.55,2.4833333333333334,3
3489-HHPFY,No,Femenino,False,True,False,2,True,True,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,84.05,134.05,2.8016666666666667,4
3489-VSFRD,No,Femenino,False,False,False,56,True,False,DSL,True,False,True,True,False,False,Un año,True,Tarjeta de crédito (automático),60.25,3282.75,2.0083333333333333,5
3494-JCHRQ,Si,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,70.05,70.05,2.335,2
3496-LFSZU,No,Masculino,False,True,False,4,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,70.5,294.2,2.35,2
3498-LZGQZ,No,Masculino,False,True,True,63,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,19.15,1177.05,0.6383333333333333,1
3500-NSDOA,No,Masculino,False,True,True,68,True,True,DSL,False,True,False,True,False,True,Dos años,False,Tarjeta de crédito (automático),70.8,4859.95,2.36,6
3500-RMZLT,Si,Femenino,True,False,False,15,True,False,Fibra óptica,True,False,True,True,False,True,Mes a mes,True,Cheque por correo,96.3,1426.75,3.21,6
3503-TYDAY,No,Femenino,False,True,False,43,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,False,Cheque electrónico,80.45,3398.9,2.6816666666666666,4
3506-LCJDC,Si,Masculino,False,True,True,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),19.95,19.95,0.6649999999999999,1
3506-OVLKD,No,Masculino,False,False,False,35,True,True,No,False,False,False,False,False,False,Un año,False,Transferencia bancaria (automático),26.2,954.9,0.8733333333333333,2
3507-GASNP,No,Masculino,False,False,True,60,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.95,1189.9,0.6649999999999999,1
3508-CFVZL,No,Femenino,False,False,False,71,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Cheque por correo,111.3,7985.9,3.71,9
3508-VLHCZ,No,Femenino,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),90.55,6239.05,3.018333333333333,9
3509-GWQGF,No,Masculino,True,False,False,24,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),70.0,1732.6,2.3333333333333335,2
3511-APPBJ,No,Masculino,False,False,False,23,True,False,Fibra óptica,True,False,True,False,True,True,Un año,True,Tarjeta de crédito (automático),99.95,2292.75,3.3316666666666666,6
3511-BFTJW,No,Masculino,False,True,True,72,False,False,DSL,True,True,True,False,False,False,Dos años,False,Tarjeta de crédito (automático),38.5,2763.0,1.2833333333333334,4
3512-IZIKN,Si,Femenino,False,True,False,70,True,True,DSL,True,False,True,True,False,False,Dos años,False,Tarjeta de crédito (automático),65.3,4759.75,2.1766666666666667,6
3518-FSTWG,No,Masculino,True,True,False,72,True,True,Fibra óptica,True,True,True,False,True,True,Dos años,True,Transferencia bancaria (automático),109.55,7920.7,3.6516666666666664,8
3518-PZXZQ,No,Femenino,False,True,False,1,True,False,DSL,False,False,False,False,True,False,Mes a mes,True,Cheque por correo,55.3,55.3,1.8433333333333333,3
3519-ZKXGG,Si,Femenino,False,True,False,3,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,75.85,256.6,2.5283333333333333,3
3520-FJGCV,No,Masculino,False,True,True,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),112.6,8126.65,3.753333333333333,9
3521-HTQTV,No,Masculino,False,False,False,34,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),26.1,980.35,0.87,2
3521-MNKLV,No,Masculino,False,False,False,24,True,False,DSL,False,False,True,False,False,False,Mes a mes,True,Cheque por correo,49.7,1167.8,1.6566666666666667,3
3521-SYVOR,Si,Femenino,False,False,False,37,True,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,64.75,2345.2,2.158333333333333,4
3522-CDKHF,No,Femenino,False,True,False,32,True,False,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),75.5,2324.7,2.5166666666666666,3
3523-BRGUW,No,Masculino,True,False,False,26,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),19.3,504.2,0.6433333333333333,1
3523-QRQLL,Si,Femenino,False,True,True,22,True,False,DSL,False,True,False,False,True,True,Un año,True,Transferencia bancaria (automático),69.5,1498.2,2.316666666666667,5
3524-WQDSG,No,Femenino,False,True,True,43,True,True,Fibra óptica,False,False,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),99.3,4209.95,3.31,6
3525-DVKFN,No,Femenino,False,False,False,17,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.4,358.05,0.6466666666666666,1
3528-HFRIQ,No,Masculino,True,True,False,71,False,False,DSL,False,True,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),52.3,3765.05,1.7433333333333332,5
3530-CRZSB,No,Femenino,False,False,False,7,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.65,155.9,0.6883333333333332,1
3530-VWVGU,No,Femenino,False,True,True,22,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.9,400.3,0.6633333333333333,1
3533-UVMOM,No,Masculino,False,True,False,68,True,False,DSL,True,True,True,False,False,True,Dos años,False,Transferencia bancaria (automático),70.95,4741.45,2.365,6
3536-IQCTX,Si,Masculino,True,True,False,32,True,True,Fibra óptica,False,False,False,False,False,True,Mes a mes,False,Cheque electrónico,85.3,2661.1,2.8433333333333333,4
3537-HPKQT,No,Femenino,False,True,False,55,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),77.75,4266.4,2.591666666666667,4
3537-RYBHH,No,Femenino,True,True,False,47,True,True,DSL,True,True,True,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),67.45,3252.0,2.2483333333333335,6
3538-WZPHD,Si,Masculino,False,False,False,3,False,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,29.6,79.45,0.9866666666666667,2
